"filename", "language", "Go", "HTML", "XML", "JavaScript", "CSS", "SCSS", "comment", "blank", "total"
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/third-party/jquery-1.10.2.js", "JavaScript", 0, 0, 0, 3, 0, 0, 3, 1, 7
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/third-party/webuploader/webuploader.css", "CSS", 0, 0, 0, 0, 74, 0, 0, 15, 89
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/third-party/webuploader/webuploader.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 4
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/third-party/zeroclipboard/ZeroClipboard.js", "JavaScript", 0, 0, 0, 1238, 0, 0, 8, 10, 1256
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/ueditor.all.js", "JavaScript", 0, 0, 0, 27265, 0, 0, 7382, 1918, 36565
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/ueditor.config.js", "JavaScript", 0, 0, 0, 241, 0, 0, 334, 79, 654
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/ueditor.parse.js", "JavaScript", 0, 0, 0, 862, 0, 0, 16, 30, 908
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/aos.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 1
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/bootstrap-toc.js", "JavaScript", 0, 0, 0, 1, 0, 0, 4, 0, 5
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/bootstrap.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 6, 0, 7
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/jquery.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 1, 1, 3
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/popper.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 4, 1, 6
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/prism.js", "JavaScript", 0, 0, 0, 11, 0, 0, 8, 23, 42
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/js/vendor/share.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 1
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/s.scss", "SCSS", 0, 0, 0, 0, 0, 41, 0, 2, 43
"/root/CppServer/GoodAssJob/GoWebServer/WebServer/data/src/assets/scss/1-frameworks/_index.scss", "SCSS", 0, 0, 0, 0, 0, 4, 0, 1, 5
